path_id,isnad_id,t0,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10
isnad_350,jb_335,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_351,jb_336,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr Muḥammad b. al-Ḥasan b. Yaʿqūb b. Miqsam,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_352,jb_337,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿUbayd Allāh b. Ḥamdān,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_353,jb_338,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr Muḥammad b. ʿAlī b. al-Ḥasan al-Ǧulandā,ʾAbū al-ʿAbbās al-Faḍl b. ʾAḥmad al-Zubaydī al-Baġdādī,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_354,jb_339,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʿAbd Allāh b. Muḥammad al-Baġdādī,ʾAḥmad b. Muḥammad b. Ḫālid b. Yazīd b. Ġazwān al-Burāthī,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_355,jb_340,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,YAHYA B. AHMAD B. HARUN AL-MUZAWWIQ,ʾAḥmad b. Yazīd al-Ḥulwānī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_356,jb_341,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAḥmad b. ʿUbayd Allāh al-Maḫzūmī,al-Ḥasan b. al-ʿAbbās b. ʾAbī Mihrān al-Ǧammāl al-Rāzī,ʾAḥmad b. Yazīd al-Ḥulwānī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,
isnad_357,jb_342,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Yūnus al-Ḥaḍramī,Ǧaʿfar b. Muḥammad b. Ḥarb,Muḥammad b. Yaḥyā al-Ḫunaysī,ʾAḥmad b. Yazīd al-Ḥulwānī,Ḫallād b. Ḫālid al-Ṣayrafī,,,
isnad_358,jb_343,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Ǧarīr al-Ṭabarī,Sulaymān b. ʿAbd al-Raḥmān al-Ṭalḥī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_359,jb_344,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,Muḥammad b. Šāḏān al-Ǧawharī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_360,jb_345,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʿAlī b. al-Ḥusayn b. Salm al-Naḫaʿī al-Ṭabarī al-Kūfī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,,,
isnad_361,jb_346,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾIbrāhīm b. ʿAlī al-Qaṣṣār al-Kūfī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,,,
isnad_362,jb_347,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU BAKR MUHAMMAD B. ABD AL-RAHMAN,ʾAbū ʿAlī al-Ḥasan b. al-Ḥusayn al-Ṣawwāf,al-Qāsim b. Yazīd al-Wazzān,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,
isnad_363,jb_348,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾAbū ʿAlī al-Ḥasan b. al-Ḥusayn al-Ṣawwāf,al-Qāsim b. Yazīd al-Wazzān,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,
isnad_364,jb_349,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,,,
isnad_365,jb_350,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,Salm al-Muǧaddar al-Kūfī al-maʿrūf bi-l-ʾAbraš,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_366,jb_351,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,Muḥammad b. Zakariyyāʾ al-Nušābī,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_367,jb_352,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,Ǧaʿfar al-Ḫaškī,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_368,jb_353,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,ʾIbrāhīm al-ʾAzraq,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_369,jb_354,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,Muḥammad b. Ḥafṣ al-Ḥanafī,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_370,jb_355,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾAbū ʿAbd al-Raḥmān ʿAnbasah b. [al-Naḍr/ʿAmr] al-ʾAḥmar al-Yaškurī al-Naḥwī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_371,jb_356,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʿUmar al-Baġdādī,Muḥammad b. Yūsuf al-Muqriʾ al-maʿrūf bi-l-Nāqid,ʿAbd Allāh b. Ṯābit,Muḥammad b. al-Hayṯam al-Kūfī,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,
isnad_372,jb_357,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʿUmar al-Baġdādī,Muḥammad b. Yūsuf al-Muqriʾ al-maʿrūf bi-l-Nāqid,ʿAbd Allāh b. Ṯābit,MUHAMMD B. AL-FADL,Ḫallād b. Ḫālid al-Ṣayrafī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,
isnad_373,jb_358,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_374,jb_359,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAḥmad b. Faraḥ al-Mufassir al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_375,jb_360,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU BAKR MUHAMMAD B. AHMAD B. ABD ALLAH B. KHALID AL-BARMAKI,ʾAbū ʿUmar al-Dūrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_376,jb_361,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_377,jb_362,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAḥmad b. Faraḥ al-Mufassir al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_378,jb_363,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr Muḥammad b. ʿAlī b. al-Ḥasan al-Ǧulandā,Ǧaʿfar b. ʾAḥmad b. ʾAsad,ʾAbū ʿUmar al-Dūrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_379,jb_364,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr ʾAḥmad b. Muḥammad b. ʾIsmāʿīl al-ʾAdamī,ʾAbū ʾAyyūb Sulaymān b. Yaḥyā al-Ḍabbī,Raǧāʾ b. ʿĪsā,ʾIbrāhīm b. Zarbī,Sulaym b. ʿĪsā b. Sulaym,,,
isnad_380,jb_365,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU BAKR AHMAD B. ABD ALLAH B. AL-KHASHAF AL-BAGHDADI AL-MUQRI',ʾAbū ʾAyyūb Sulaymān b. Yaḥyā al-Ḍabbī,Raǧāʾ b. ʿĪsā,ʿAbd al-Raḥmān b. ʾAbī Ḥammād,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_381,jb_366,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU BAKR AHMAD B. ABD ALLAH B. AL-KHASHAF AL-BAGHDADI AL-MUQRI',ʾAbū ʾAyyūb Sulaymān b. Yaḥyā al-Ḍabbī,Raǧāʾ b. ʿĪsā,Yaḥyā b. ʿAlī al-Ḫazzāz,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_382,jb_367,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū al-Ḥasan Muḥammad b. ʿAbd al-Raḥmān b. ʾAḥmad al-Baġdādī,ʾAbū Bakr ʾAḥmad b. Muḥammad b. ʾIsmāʿīl al-ʾAdamī,Muḥammad b. ʿUmar b. Sulaymān b. ʾAbī Maḏʿūr al-Baġdādī,Raǧāʾ b. ʿĪsā,Turk al-Ḥaḏḏāʾ,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,
isnad_383,jb_368,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū al-Ḥasan Muḥammad b. ʿAbd al-Raḥmān b. ʾAḥmad al-Baġdādī,ʾAbū Bakr ʾAḥmad b. Muḥammad b. ʾIsmāʿīl al-ʾAdamī,ʾAbū ʾAyyūb Sulaymān b. Yaḥyā al-Ḍabbī,Raǧāʾ b. ʿĪsā,ʾIbrāhīm b. Zarbī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,
isnad_384,jb_369,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABD ALLAH B. ABD AL-RAHMAN AL-HAMDANI,ABD ALLAH B. IBRAHIM B. QUTAYBAH AL-ANSARI,AHMAD B. MUSARRIF B. AMR AL-YAMI,ʾIbrāhīm b. Zarbī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,
isnad_385,jb_370,al-Dānī,Ḫalaf b. ʾIbrāhīm b. Ḫāqān,ʾAḥmad b. ʾUsāmah al-Tuǧībī,father_ʾAḥmad b. ʾUsāmah al-Tuǧībī,Yūnus b. ʿAbd al-ʾAʿlā,ʿAlī b. Kīsah al-Miṣrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_386,jb_371,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ABU MUHAMMAD JAFAR B. AHMAD AL-BAZZAZ,Muḥammad b. al-Rabīʿ,Yūnus b. ʿAbd al-ʾAʿlā,ʿAlī b. Kīsah al-Miṣrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_387,jb_372,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Ǧarīr al-Ṭabarī,Yūnus b. ʿAbd al-ʾAʿlā,ʿAlī b. Kīsah al-Miṣrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_388,jb_373,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU AL-HASAN AHMAD B. MUHAMMAD AL-SHA3RANI AL-DINAWARI,ABU AL-HASAN AL-RU3AYNI,ʿAbd al-Raḥmān b. Dāwūd b. ʾAbī Ṭaybah,Dāwūd b. ʾAbi Ṭaybah,ʿAlī b. Kīsah al-Miṣrī,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,
isnad_389,jb_374,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Muḥammad ʿUbayd b. Muḥammad al-Marwazī al-Mukattib,Muḥammad b. Saʿdān al-Kūfī al-Muqriʾ,Sulaym b. ʿĪsā b. Sulaym,,,,,
isnad_390,jb_375,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,Muḥammad b. Yūsuf b. Nahār al-Ḥirtakī,ABU ABD ALLAH MUHAMMAD B. AHMAD B. IBRAHIM,Muḥammad b. ʾAḥmad b. Wāṣil,Muḥammad b. Saʿdān al-Kūfī al-Muqriʾ,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
isnad_391,jb_376,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Muḥammad al-Wazīr ʾAbū Bakr al-Baṣrī,ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,Sulaym b. ʿĪsā b. Sulaym,,,,
isnad_392,jb_377,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Mūsā b. ʾIsḥāq al-Qāḍī,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_393,jb_378,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʿAlī b. ʾAḥmad b. ʾAbī Qirbah,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_394,jb_379,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AL-HASAN ALI B. MUSA AL-THAQAFI,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_395,jb_380,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,,
isnad_396,jb_381,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_397,jb_382,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAḥmad b. Faraḥ al-Mufassir al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_398,jb_383,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū ʿUṯmān Saʿīd b. ʿAbd al-Raḥīm b. ʿUṯmān al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,,
isnad_399,jb_384,al-Dānī,ABU MUHAMMAD ABD AL-RAHMAN UMAR AL-MU3ADDIL,ABU UMAR ABD ALLAH B. AHMAD B. DIZAWAYH AL-DIMASHQI,Ǧaʿfar b. Muḥammad b. ʾAsad al-Niṣībī Ibn Ḥammāmī,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,,
isnad_400,jb_385,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr Muḥammad b. ʿAlī b. al-Ḥasan al-Ǧulandā,Ǧaʿfar b. Muḥammad b. ʾAsad al-Niṣībī Ibn Ḥammāmī,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_401,jb_386,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Yaʿqūb ʾIsḥāq b. ʾIbrāhīm b. ʾAbī Ḥassān al-ʾAnmāṭī al-Baġdādī,Ǧaʿfar b. Muḥammad al-Rāfiqī ʾAbū ʿAbd Allāh,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_402,jb_387,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. Muḥammad b. Bišr al-Marwarrūḏī,Muḥammad b. Ḥamdūn al-Munaqqī,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_403,jb_388,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. Yaḥyā al-Kisāʾī al-Ṣaġīr,ʾAbū al-Ḥāriṯ al-Layṯ b. Ḫālid,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,,
isnad_404,jb_389,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. Yaḥyā al-Kisāʾī al-Ṣaġīr,ʾAbū al-Ḥāriṯ al-Layṯ b. Ḫālid,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_405,jb_390,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAḥmad b. al-Ḥasan al-Baṭṭī,Muḥammad b. Yaḥyā al-Kisāʾī al-Ṣaġīr,ʾAbū al-Ḥāriṯ al-Layṯ b. Ḫālid,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,
isnad_406,jb_391,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,AHMAD B. YAHYA THA3LAB,ʾAbū al-Ḥāriṯ Salamah b. ʿĀṣim,ʾAbū al-Ḥāriṯ al-Layṯ b. Ḫālid,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
